,length of time series,number of time series compared,incidence mean,incidence std,expected noise:event ratio,max lag,number of populations,individuals within populations similar,individuals across populations similar,Z score mean (v1_sigma),Z score std (v1_sigma),Z score mean (v2_sigma),Z score std (v2_sigma),raw data directory,log ratio,number_of_comparisons,v1_null_mean,v1_null_std,v2_null_mean,v2_null_std,v1 weighted Z-score,v1 p-value,v2 weighted Z-score,v2 p-value,sqrt number_of_comparisons
0,2700,15,0.286098765,0.068751205,0.659464836,55,3,False,True,2.7269488999999996,1.130006135,0.052508304000000006,5.691864626,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Test/T_2700/2021_2_5_17_8_5,-0.4163266274274836,30.0,0.9067547916720426,0.6585763125141071,0.1084095789115577,7.0734121092067435,15.13812982983454,1.0,-0.04328659038896505,0.48273654026162677,5.477225575051661
1,1128,41,0.15665542293720808,0.07818507193109142,0.5946401134434044,29,6,False,False,1.6634704911275704,1.0453299461184191,0.08762017151063882,5.407639377481795,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1128/2021_2_5_17_19_49,-0.5197989077885055,145.0,0.46793379395671947,0.8753912612277881,0.08594026630708304,5.257753800991552,16.445410011528203,1.0,0.0038474105402590978,0.5015348909478493,12.041594578792296
2,3610,25,0.19221052631578947,0.052866849572619806,1.5918663663383117,54,3,True,False,3.2360267235551152,2.078234033874772,0.4560326320438502,0.6428412454217157,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3610/2021_2_5_17_19_58,0.46490714315670345,106.0,-0.18750751668775253,1.5354369155961065,-0.0376710032922343,0.6726022454366062,22.955969049930847,1.0,7.557200504707691,0.9999999999999795,10.295630140987
3,2254,26,0.2226469182990922,0.06791987516405584,1.4574677237007592,54,4,False,False,1.2622450077450922,1.6788809578337636,-0.07304933259684977,6.351265493068338,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2254/2021_2_5_17_20_6,0.3767004940235567,76.0,0.16836526022559056,0.9812532709813717,0.020211131636308464,6.864954882214938,9.71841096856596,1.0,-0.11843135053172182,0.45286294321902076,8.717797887081348
4,4079,30,0.2345591239682929,0.039521167175302005,1.5322253019565781,17,7,True,False,0.8356170641209181,1.0434936155732772,0.10074142330576412,0.6922734754991716,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4079/2021_2_5_17_20_26,0.42672112444588356,70.0,-0.23315941847081986,0.8850315866561763,-0.029399829161999888,0.6572893991606198,10.103623122228585,1.0,1.6565607764541113,0.9511958460274393,8.366600265340756
5,4175,55,0.04400653238976592,0.022530552272257517,10.072615475837317,58,8,True,False,0.4152368967125757,1.0677255947352189,0.17437273809579035,0.92736126454107,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4175/2021_2_5_17_20_48,2.3098204024839992,175.0,0.04828127893867341,0.9704727452741013,0.015498475399252731,0.9025867796122976,5.0020637444774625,0.9999997164008595,2.3285394729819813,0.9900582621113264,13.228756555322953
6,4963,76,0.2039036236571683,0.005109294985096021,0.7416240656550636,36,4,True,True,2.2985523251067685,1.1064244250753372,0.2850422623569587,0.6997686090695577,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4963/2021_2_5_17_22_46,-0.29891281426582766,684.0,0.3454269807410193,0.9561701612336011,0.042909993205075055,0.7162452226760547,53.422348941582115,1.0,8.841358172777127,1.0,26.153393661244042
7,2584,60,0.2206398348813209,0.06730418271104645,2.3416392118658536,51,8,False,False,0.9517862205191754,1.1303368144334367,-0.0351773938391852,6.0016723955042055,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2584/2021_2_5_17_23_16,0.8508512020128695,254.0,0.1281167306715509,0.9527894960665746,0.016689420781136926,7.316364389820021,13.777577952279117,1.0,-0.11298248115003996,0.4550222221448599,15.937377450509228
8,3078,32,0.14480791098115658,0.05013932296573123,1.9857305404578227,20,5,True,False,2.866781880256973,1.2469609474129992,0.5395835704052392,0.5522556719750406,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3078/2021_2_5_17_23_23,0.6859868768898979,100.0,0.1643645743835015,0.7470434602773735,0.026796318487831174,0.5668253179648194,36.1748338559858,1.0,9.046653980781338,1.0,10.0
9,3868,28,0.16349349977840152,0.014869070107054315,0.23914099259542945,11,5,True,False,2.616823097700106,1.2384287440366162,0.3822001155941072,0.3379474459019992,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3868/2021_2_5_17_23_30,-1.4307019738117306,67.0,-0.0643032559864929,0.8903984207462536,-0.010000316212345487,0.3832210166010937,24.647353948017678,1.0,8.377147266320772,1.0,8.18535277187245
10,2935,20,0.15344122657580914,0.03887969601100753,0.0604560192882493,21,4,False,False,3.728394009610128,1.0140225735852648,0.585144955393059,1.0330063093272277,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2935/2021_2_5_17_23_33,-2.805839132217698,43.0,0.1605501731347954,1.1515766654017152,0.03140668052217066,1.333085880306674,20.316421237864674,1.0,2.7238340377467383,0.9967735538105441,6.557438524302
11,1203,20,0.16758104738154614,0.08649664669865892,9.109603550349126,27,2,True,False,-0.2909296366656446,1.0755060720163756,-0.04225624647198899,0.8945889261796547,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1203/2021_2_5_17_23_34,2.2093291922512868,106.0,-0.34087610761988296,1.0279100906153054,-0.07426661998865094,0.880994108731134,0.5002678702030942,0.691556762768187,0.3740853237680114,0.6458295813649931,10.295630140987
12,4644,77,0.12347450138147813,0.08884842581276653,0.07218788133818982,19,8,False,False,3.4776590076353853,1.084558709385035,0.6094659306406233,3.3491509997686206,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4644/2021_2_5_17_24_24,-2.628483095673019,420.0,-0.07042546251770235,0.928719048018891,-0.010306204139258071,4.2224914202455555,78.29503864851279,1.0,3.008069842725126,0.9986854364607344,20.493901531919196
13,2833,72,0.328759265795976,0.06671475400253643,0.905424768830728,39,8,False,True,2.671655569775887,1.2790428735357349,0.1754036886540159,6.353979785980807,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2833/2021_2_5_17_25_32,-0.09935108757213172,288.0,0.9093545613285003,1.0327614461830235,0.09785498971188288,6.906419357055263,28.958516950932758,1.0,0.19055388811799032,0.575562439976815,16.97056274847714
14,3901,34,0.15027820920729226,0.08756622083223665,12.432455836575404,27,8,True,False,0.6359033947697363,1.0563831326215147,0.1596177893596379,0.8753810145502346,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3901/2021_2_5_17_25_43,2.520310459344296,63.0,0.11886348291714606,0.991390427289699,0.016086105667953893,0.8993996098992536,4.139516542629394,0.9999825980747797,1.2666754670344547,0.8973643221789385,7.937253933193772
15,2380,10,0.17222689075630254,0.009582135208885269,0.6506253187498344,33,2,True,False,3.093218787738388,0.9960365796175442,0.4995171906329491,0.5516549180264799,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2380/2021_2_5_17_25_44,-0.42982134969973357,20.0,-0.08469243729658345,0.8926375786215509,-0.01351923604447634,0.6877285665466714,15.921412442911615,1.0,3.336154351548107,0.9995752700660524,4.47213595499958
16,4143,18,0.25771716684099016,0.11980340622771392,0.8893634690574334,35,6,False,False,1.0256629851760408,1.2722946638415271,-1.4112650036757022,9.101826327188794,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4143/2021_2_5_17_25_49,-0.1172492754421022,20.0,0.259888218470294,0.9548352685461369,0.025565167189306078,13.424257511330696,3.586638429088053,0.9998325158609936,-0.4786633348570678,0.31608907679823267,4.47213595499958
17,2904,71,0.19323031855042105,0.08355416425290779,1.1017315566151509,7,9,False,False,1.4462819965648868,1.2012974399929772,0.09452392194133366,5.779857011516661,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2904/2021_2_5_17_26_31,0.09688308451829132,272.0,-0.04065363487866594,0.9048516792732967,-0.0031278585843750157,6.476519347118367,27.101867885618624,1.0,0.2486697462372435,0.5981918735780836,16.492422502470642
18,3624,128,0.29255699848234,0.006995575209071385,0.8050297094127191,41,8,True,True,2.450173437087931,1.0949718100781032,0.26989028890816663,0.6715340230784328,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3624/2021_2_5_17_30_50,-0.21687609614183045,960.0,0.5488092226192931,0.9550198791009726,0.06042762836345529,0.684255962262288,61.686271449293706,1.0,9.484700938634996,1.0,30.983866769659336
19,3903,27,0.06317078031144134,0.05757503152993128,2.1884817691468603,5,4,False,False,3.1851137993630423,2.4724991378052645,0.4649290282105405,6.023355186246175,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3903/2021_2_5_17_30_54,0.7832080473179588,82.0,0.18349982694062686,0.9876325138659378,0.03941672832677532,6.112291213399467,27.521137847016146,1.0,0.6303982617868595,0.7357829761016937,9.055385138137417
20,4875,9,0.17429059829059831,0.005132306052593561,0.4185814060957441,6,2,True,False,3.738048810915936,0.4548061827110435,0.5039080871978411,0.3390874515078405,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4875/2021_2_5_17_30_55,-0.8708838892216277,22.0,-0.20383346827297635,0.3646598408785805,-0.02771135532620019,0.6543396148261852,50.70222901740534,1.0,3.8107370468555106,0.9999307234583571,4.69041575982343
21,1895,10,0.12047493403693932,0.02093470936263957,0.4661241365456781,33,3,True,False,1.6214275153198965,0.6063875515869077,0.3217080442399589,0.3452581517437613,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1895/2021_2_5_17_30_55,-0.7633032928942471,14.0,0.5233005299868333,0.7574751445763487,0.11105663991975892,0.5452706216707441,5.424356133276546,0.9999999709180929,1.4454939468294292,0.9258404039775963,3.7416573867739413
22,3359,18,0.10586814858919652,0.050921657619428205,0.12276841834384306,21,5,True,False,3.97970315256531,1.191092329867572,0.8098843869342515,0.4076874501427843,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3359/2021_2_5_17_30_57,-2.0974554759558406,28.0,-0.11255986823028037,0.5572528141477752,-0.018331277177463325,0.25135289390138005,38.85888048515044,1.0,17.435667003122333,1.0,5.291502622129181
23,1246,48,0.29206795077581593,0.05416984544975244,1.2158300458548978,58,6,False,True,1.6211204334603662,0.95194924794183,0.15439023233356644,3.5300054114773762,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1246/2021_2_5_17_31_11,0.1954270088539894,168.0,0.7654292619909576,0.935435253212862,0.10575149531569907,3.982894499364365,11.85653968281264,1.0,0.15828440475194894,0.5628836517842384,12.96148139681572
24,1708,42,0.17002620720419315,0.10479883870079017,0.6154986386274888,57,5,False,False,1.9027087482438096,1.6859438067851809,0.1442368531095027,5.563881739407124,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1708/2021_2_5_17_31_20,-0.48532254517569023,156.0,0.42116111679542856,1.0281646219909766,0.06692963564017253,5.90774192154128,17.997627607552964,1.0,0.16344093048389716,0.5649143608663597,12.489995996796797
25,2617,37,0.2198618182569272,0.0736911737517994,1.2221053394826806,38,9,False,False,2.003285021185157,1.6320471342161993,-0.11881933383713605,5.369865549992249,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2617/2021_2_5_17_31_33,0.20057505955683153,62.0,0.46060635694243734,1.1781284132781602,0.063057821428415,7.167383517761519,10.310475337334248,1.0,-0.1998082213844034,0.4208152856251628,7.874007874011811
26,2172,75,0.12418047882136278,0.04780631953848686,0.598009687059944,4,9,True,False,1.2868788976130234,1.0142647819637227,0.2574992013231969,0.6742246565382679,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2172/2021_2_5_17_32_0,-0.5141483260658131,313.0,0.04614577653893669,0.93575909032551,0.011118959646181144,0.6835012353758643,23.45775736386824,1.0,6.377327816792475,0.9999999999098977,17.69180601295413
27,2681,33,0.08891978343675473,0.06456940278593241,0.1991577574442679,28,4,False,False,4.183310639035272,1.7804076444605532,0.36767187679040303,8.601247042217286,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2681/2021_2_5_17_32_5,-1.6136580173425088,141.0,-0.39487011073957473,1.3049526492668635,-0.0644362250249098,8.440066743753082,41.6588942055943,1.0,0.6079335122951895,0.728384214064046,11.874342087037917
